text	label_text
this ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -lrb- if not entirely wholesome -rrb- fun .	positive
hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	very negative
although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .	negative
several uninteresting , unlikeable people do bad things to and with each other in `` unfaithful . ''	very negative
feels like nothing quite so much as a middle-aged moviemaker 's attempt to surround himself with beautiful , half-naked women .	neutral
... a low rate annie featuring some kid who ca n't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school .	negative
this version does justice both to stevenson and to the sci-fi genre .	positive
surprisingly , considering that baird is a former film editor , the movie is rather choppy .	negative
it would work much better as a one-hour tv documentary .	neutral
directing with a sure and measured hand , -lrb- haneke -rrb- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	positive
directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .	neutral
... it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second , did i miss something ? ''	very negative
wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .	positive
many of benjamins ' elements feel like they 've been patched in from an episode of miami vice .	neutral
... little more than a well-acted television melodrama shot for the big screen .	neutral
it 's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america .	very positive
ub equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .	positive
full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .	negative
ultimately ... the movie is too heady for children , and too preachy for adults .	negative
could n't someone take rob schneider and have him switch bodies with a funny person ?	negative
your stomach for heaven depends largely on your appetite for canned corn .	neutral
in the wrong hands , i.e. peploe 's , it 's simply unbearable	negative
