tokens	pos_tags	chunk_tags	ner_tags	text	tags
['CENTRAL', 'DIVISION']	[22, 22]	[11, 12]	[7, 8]	CENTRAL DIVISION	['B-MISC', 'I-MISC']
['St', 'Helens', '21', '19', '0', '2', '884', '441', '38']	[22, 22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	St Helens 21 19 0 2 884 441 38	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Young', 'Boys', '9', '1', '0', '8', '6', '19', '3']	[22, 23, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0, 0, 0, 0]	Young Boys 9 1 0 8 6 19 3	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Doctor', 'Masserigne', 'Ndiaye', 'said', 'medical', 'staff', 'were', 'overwhelmed', 'with', 'work', '.', '""']"	[22, 22, 22, 38, 16, 21, 38, 40, 15, 21, 7, 0]	[11, 12, 12, 21, 11, 12, 21, 22, 13, 11, 0, 0]	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"Doctor Masserigne Ndiaye said medical staff were overwhelmed with work . """	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Unlike', 'the', 'better', 'known', 'and', 'unrelated', 'Zapatista', 'rebels', 'in', 'southeastern', 'Chiapas', 'state', ',', 'the', 'EPR', 'has', 'never', 'taken', 'on', 'the', 'army', 'in', 'direct', 'combat', ',', 'according', 'to', 'official', 'reports', '.']	[15, 12, 30, 40, 10, 16, 22, 24, 15, 16, 23, 21, 6, 12, 22, 42, 30, 40, 15, 12, 21, 15, 16, 21, 6, 39, 35, 21, 24, 7]	[13, 11, 12, 12, 12, 12, 12, 12, 13, 11, 12, 12, 0, 11, 12, 21, 22, 22, 13, 11, 12, 13, 11, 12, 0, 13, 13, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Unlike the better known and unrelated Zapatista rebels in southeastern Chiapas state, the EPR has never taken on the army in direct combat, according to official reports.	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Both', 'mother', 'and', 'baby', 'are', 'doing', 'fine', 'and', 'are', 'in', 'wonderful', 'health', ',', '""', 'he', 'said', ',', 'adding', 'that', 'it', 'was', 'the', 'couple', ""'s"", 'first', 'child', '.']"	[0, 12, 21, 10, 21, 41, 39, 16, 10, 41, 15, 16, 21, 6, 0, 28, 38, 6, 39, 15, 28, 38, 12, 21, 27, 16, 21, 7]	[0, 11, 12, 12, 12, 21, 22, 11, 0, 21, 13, 11, 12, 0, 0, 11, 21, 0, 21, 17, 11, 21, 11, 12, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	""" Both mother and baby are doing fine and are in wonderful health, "" he said, adding that it was the couple's first child."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ivanisevic', 'hit', '32', 'aces', 'but', 'was', 'outplayed', 'from', 'the', 'back', 'court', 'by', 'the', '24-year-old', 'Tillstrom', '.']	[22, 38, 11, 24, 10, 38, 40, 15, 12, 16, 21, 15, 12, 16, 22, 7]	[11, 21, 11, 12, 0, 21, 22, 13, 11, 12, 12, 13, 11, 12, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	Ivanisevic hit 32 aces but was outplayed from the back court by the 24-year-old Tillstrom.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']
"['The', 'American', ',', 'who', 'finished', 'fourth', 'at', 'the', 'Atlanta', 'Games', ',', 'was', 'fast', 'out', 'of', 'his', 'blocks', 'and', 'held', 'off', 'Bailey', ""'s"", 'late', 'burst', 'in', 'the', 'final', '20', 'metres', 'before', 'heading', 'off', 'for', 'a', 'lap', 'of', 'celebration', '.']"	[12, 22, 6, 44, 38, 16, 15, 12, 22, 23, 6, 38, 30, 15, 15, 29, 24, 10, 38, 33, 22, 27, 16, 21, 15, 12, 16, 11, 24, 15, 39, 33, 15, 12, 21, 15, 21, 7]	[11, 12, 0, 11, 21, 11, 13, 11, 12, 12, 0, 21, 3, 13, 13, 11, 12, 0, 21, 15, 11, 11, 12, 12, 13, 11, 12, 12, 12, 13, 21, 15, 13, 11, 12, 13, 11, 0]	[0, 7, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The American, who finished fourth at the Atlanta Games, was fast out of his blocks and held off Bailey's late burst in the final 20 metres before heading off for a lap of celebration.	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['--', 'Garry', 'West', ',', 'Amsterdam', 'newsroom', '+31', '20', '504', '5000']	[8, 22, 22, 6, 22, 21, 11, 11, 11, 11]	[11, 12, 12, 0, 11, 12, 11, 12, 12, 12]	[0, 1, 2, 0, 5, 0, 0, 0, 0, 0]	-- Garry West, Amsterdam newsroom +31 20 504 5000	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
['Thai', 'Prime', 'Minister', 'Banharn', 'Silpa-archa', 'on', 'Monday', 'proposed', 'September', '18', 'as', 'the', 'date', 'for', 'parliamentary', 'debate', 'on', 'an', 'opposition', 'no-confidence', 'motion', 'accusing', 'him', 'of', 'incompetence', '.']	[22, 22, 22, 22, 22, 15, 22, 38, 22, 11, 15, 12, 21, 15, 16, 21, 15, 12, 21, 21, 21, 39, 28, 15, 21, 7]	[11, 12, 12, 12, 12, 13, 11, 21, 11, 12, 13, 11, 12, 13, 11, 12, 13, 11, 12, 12, 12, 21, 11, 13, 11, 0]	[7, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Thai Prime Minister Banharn Silpa-archa on Monday proposed September 18 as the date for parliamentary debate on an opposition no-confidence motion accusing him of incompetence.	['B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['8.', 'Takeishi', '38:34.999']	[11, 22, 11]	[11, 12, 12]	[0, 1, 0]	8. Takeishi 38:34.999	['O', 'B-PER', 'O']
['A', 'meeting', 'of', 'Commonwealth', 'ministers', 'in', 'London', 'on', 'Wednesday', 'said', 'it', 'planned', 'to', 'send', 'a', 'team', 'of', 'senior', 'officials', 'to', 'Nigeria', 'as', 'soon', 'as', 'possible', 'to', 'persuade', 'Abuja', 'to', 'accept', 'a', 'fact-finding', 'mission', '.']	[12, 21, 15, 22, 24, 15, 22, 15, 22, 38, 28, 38, 35, 37, 12, 21, 15, 16, 24, 35, 22, 30, 30, 15, 16, 35, 37, 23, 35, 37, 12, 16, 21, 7]	[11, 12, 13, 11, 12, 13, 11, 13, 11, 21, 11, 21, 22, 22, 11, 12, 13, 11, 12, 13, 11, 3, 4, 13, 1, 21, 22, 11, 21, 22, 11, 12, 12, 0]	[0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	A meeting of Commonwealth ministers in London on Wednesday said it planned to send a team of senior officials to Nigeria as soon as possible to persuade Abuja to accept a fact-finding mission.	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']
['Kurd', 'rebels', 'to', 'free', 'Turkish', 'soldier', 'prisoners', '.']	[21, 24, 35, 16, 16, 21, 24, 7]	[11, 12, 13, 11, 12, 12, 12, 0]	[7, 0, 0, 0, 7, 0, 0, 0]	Kurd rebels to free Turkish soldier prisoners.	['B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']
['(', 'Yugoslavia', ')', '1', '(', '1-0', ')']	[4, 22, 5, 11, 4, 11, 5]	[0, 11, 0, 11, 0, 11, 0]	[0, 5, 0, 0, 0, 0, 0]	(Yugoslavia) 1 (1-0)	['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
['According', 'to', 'another', 'Amoco', 'official', ',', 'the', 'company', 'is', 'not', 'exploring', 'now', 'for', 'oil', 'anywhere', 'in', 'Yemen', '.']	[39, 35, 12, 22, 21, 6, 12, 21, 42, 30, 39, 30, 15, 21, 30, 15, 22, 7]	[13, 13, 11, 12, 12, 0, 11, 12, 21, 22, 22, 3, 13, 11, 3, 13, 11, 0]	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	According to another Amoco official, the company is not exploring now for oil anywhere in Yemen.	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
"['He', 'said', 'the', 'Mia', ""'s"", 'issue', 'had', 'been', 'raised', 'in', 'the', 'House', 'of', 'Commons', '.']"	[28, 38, 12, 22, 27, 21, 38, 40, 40, 15, 12, 22, 15, 23, 7]	[11, 21, 11, 12, 11, 12, 21, 22, 22, 13, 11, 12, 13, 11, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]	He said the Mia's issue had been raised in the House of Commons.	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']
['Rennes', '1', 'Bordeaux', '1']	[24, 11, 22, 11]	[11, 11, 12, 12]	[3, 0, 3, 0]	Rennes 1 Bordeaux 1	['B-ORG', 'O', 'B-ORG', 'O']
['MOSCOW', '1996-08-27']	[30, 11]	[3, 11]	[5, 0]	MOSCOW 1996-08-27	['B-LOC', 'O']
['Freiburg', '4', '1', '0', '3', '6', '13', '3']	[39, 11, 11, 11, 11, 11, 11, 11]	[21, 11, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Freiburg 4 1 0 3 6 13 3	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['With', 'her', 'husband', 'James', 'sitting', 'in', 'a', 'wheelchair', 'to', 'the', 'side', 'of', 'the', 'podium', ',', 'Mrs.', 'Brady', 'called', 'the', 'handgun', 'control', 'bill', 'that', 'a', 'Democratic', 'Congress', 'passed', 'and', 'Clinton', 'signed', 'in', '1994', 'a', 'major', 'step', 'in', 'controlling', 'firearm', 'violence', 'in', 'the', 'United', 'States', '.']	[15, 29, 21, 22, 39, 15, 12, 21, 35, 12, 21, 15, 12, 21, 6, 22, 22, 38, 12, 21, 21, 21, 15, 12, 22, 22, 38, 10, 22, 38, 15, 11, 12, 16, 21, 15, 39, 21, 21, 15, 12, 22, 22, 7]	[13, 11, 12, 12, 21, 13, 11, 12, 13, 11, 12, 13, 11, 12, 0, 11, 12, 21, 11, 12, 12, 12, 17, 11, 12, 12, 21, 0, 11, 21, 13, 11, 11, 12, 12, 13, 11, 12, 12, 13, 11, 12, 12, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	With her husband James sitting in a wheelchair to the side of the podium, Mrs. Brady called the handgun control bill that a Democratic Congress passed and Clinton signed in 1994 a major step in controlling firearm violence in the United States.	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']
['England', 'first', 'innings', '326', '(', 'J.', 'Crawley', '106', ',', 'G.', 'Thorpe', '54', ';', 'Waqar']	[22, 30, 21, 11, 4, 22, 22, 11, 6, 22, 22, 11, 8, 22]	[11, 3, 11, 12, 0, 11, 12, 12, 0, 11, 12, 12, 0, 11]	[5, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 1]	England first innings 326 (J. Crawley 106, G. Thorpe 54; Waqar	['B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER']
['Major', 'League', 'Baseball']	[22, 22, 22]	[11, 12, 12]	[7, 8, 8]	Major League Baseball	['B-MISC', 'I-MISC', 'I-MISC']
['4', '-', 'Conchita', 'Martinez', '(', 'Spain', ')', 'beat', 'Ruxandra', 'Dragomir', '(', 'Romania', ')', '6-2', '6-0']	[11, 8, 22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 11]	[11, 12, 12, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 12]	[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	4 - Conchita Martinez (Spain) beat Ruxandra Dragomir (Romania) 6-2 6-0	['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
"['Women', ""'s"", 'singles']"	[24, 27, 24]	[11, 11, 12]	[0, 0, 0]	Women's singles	['O', 'O', 'O']
"['Chief', 'Nicholas', 'Gcaleka', ',', 'dressed', 'in', 'animal', 'skins', 'and', 'full', 'tribal', 'regalia', ',', 'journeyed', 'to', 'a', 'wintry', 'Scotland', 'in', 'February', 'on', 'a', 'hugely', 'publicised', 'quest', 'to', 'find', 'Hintsa', ""'s"", 'skull', '.']"	[22, 22, 22, 6, 40, 15, 21, 24, 10, 16, 16, 24, 6, 38, 35, 12, 16, 22, 15, 22, 15, 12, 30, 16, 21, 35, 37, 22, 27, 21, 7]	[11, 12, 12, 0, 21, 13, 11, 12, 0, 11, 12, 12, 0, 21, 13, 11, 12, 12, 13, 11, 13, 11, 1, 11, 12, 21, 22, 11, 11, 12, 0]	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	Chief Nicholas Gcaleka, dressed in animal skins and full tribal regalia, journeyed to a wintry Scotland in February on a hugely publicised quest to find Hintsa's skull.	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']
['NEW', 'YORK', '72', '53', '.576', '-']	[22, 22, 11, 11, 11, 8]	[11, 12, 12, 12, 12, 12]	[3, 4, 0, 0, 0, 0]	NEW YORK 72 53 .576 -	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']
"['This', 'will', 'stay', 'at', 'this', 'sort', 'of', 'price', 'premium', 'for', 'a', 'while', ',', '""', 'one', 'said', '.']"	[12, 20, 37, 15, 12, 21, 15, 21, 21, 15, 12, 21, 6, 0, 11, 38, 7]	[11, 21, 22, 13, 11, 12, 13, 11, 12, 13, 11, 12, 0, 0, 11, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"This will stay at this sort of price premium for a while, "" one said."	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['10.', 'George', 'Hincapie', '(', 'U.S.', ')', 'Motorola', 'same', 'time', '.']	[11, 22, 22, 4, 22, 5, 22, 16, 21, 7]	[11, 12, 12, 0, 11, 0, 11, 12, 12, 0]	[0, 1, 2, 0, 5, 0, 3, 0, 0, 0]	10. George Hincapie (U.S.) Motorola same time.	['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O']
['It', 'has', 'since', 'been', 'silent', 'on', 'the', 'issue', '.']	[28, 42, 30, 40, 16, 15, 12, 21, 7]	[11, 21, 22, 22, 1, 13, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0]	It has since been silent on the issue.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['52', ';', 'A.', 'Cowan', '5-68', ')', '.']	[11, 8, 22, 22, 11, 5, 7]	[11, 0, 11, 12, 12, 0, 0]	[0, 0, 1, 2, 0, 0, 0]	52; A. Cowan 5-68).	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']
['KANSAS', 'CITY', '4', 'Texas', '3', '(', '10', 'innings', ')']	[22, 22, 11, 22, 11, 4, 11, 21, 5]	[11, 12, 12, 12, 12, 0, 11, 12, 0]	[3, 4, 0, 3, 0, 0, 0, 0, 0]	KANSAS CITY 4 Texas 3 (10 innings)	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']
['Kevorkian', 'attends', 'third', 'suicide', 'in', 'week', '.']	[16, 42, 16, 21, 15, 21, 7]	[11, 21, 11, 12, 13, 11, 0]	[1, 0, 0, 0, 0, 0, 0]	Kevorkian attends third suicide in week.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
['Alloy', 'shipments', ',', 'however', ',', 'were', '7.5', 'percent', 'down', '.']	[21, 24, 6, 30, 6, 38, 11, 21, 33, 7]	[11, 12, 0, 3, 0, 21, 11, 12, 15, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Alloy shipments, however, were 7.5 percent down.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Mideast', 'Gulf', 'oil', 'outlook', '-', 'India', 'holds', 'the', 'key', '.']	[22, 22, 21, 21, 8, 22, 42, 12, 21, 7]	[11, 12, 12, 12, 0, 11, 21, 11, 12, 0]	[5, 6, 0, 0, 0, 5, 0, 0, 0, 0]	Mideast Gulf oil outlook - India holds the key.	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
"['In', 'proposing', 'the', 'rules', 'last', 'year', ',', 'the', 'SEC', 'noted', 'that', 'while', 'technology', 'has', 'improved', ',', 'commonplace', 'practices', 'still', 'existed', 'that', 'worked', 'against', 'investors', ""'"", 'best', 'interests', '.']"	[15, 39, 12, 24, 16, 21, 6, 12, 22, 38, 15, 15, 21, 42, 40, 6, 16, 24, 30, 38, 12, 38, 15, 24, 27, 18, 24, 7]	[13, 21, 11, 12, 11, 12, 0, 11, 12, 21, 17, 17, 11, 21, 22, 0, 11, 12, 3, 21, 11, 21, 13, 11, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	In proposing the rules last year, the SEC noted that while technology has improved, commonplace practices still existed that worked against investors' best interests.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Soccer', '-', 'Arab', 'team', 'breaks', 'new', 'ground', 'in', 'Israel', '.']	[17, 8, 16, 21, 42, 16, 21, 15, 22, 7]	[11, 0, 11, 12, 21, 11, 12, 13, 11, 0]	[0, 0, 7, 0, 0, 0, 0, 0, 5, 0]	Soccer - Arab team breaks new ground in Israel.	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']
['It', 'pays', 'a', 'coupon', 'of', '15', 'basis', 'points', 'over', 'the', 'six-month', 'Hong', 'Kong', 'Interbank', 'Offered', 'Rate', '.']	[28, 42, 12, 21, 15, 11, 21, 24, 15, 12, 16, 22, 22, 22, 22, 22, 7]	[11, 21, 11, 12, 13, 11, 12, 12, 13, 11, 12, 12, 12, 12, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0]	It pays a coupon of 15 basis points over the six-month Hong Kong Interbank Offered Rate.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']
['3.', 'McEwen', 'same', 'time']	[22, 22, 16, 21]	[11, 12, 12, 12]	[0, 1, 0, 0]	3. McEwen same time	['O', 'B-PER', 'O', 'O']
"['United', 'have', 'dominated', 'the', 'premier', 'league', 'in', 'the', '1990s', ',', 'winning', 'three', 'English', 'championships', 'in', 'four', 'years', ',', 'but', 'have', 'consistently', 'failed', 'in', 'Europe', ',', 'crashing', 'out', 'of', 'the', 'European', 'Cup', 'to', 'Galatasaray', 'of', 'Turkey', 'and', 'Spain', ""'s"", 'Barcelona', 'at', 'their', 'last', 'two', 'attempts', '.']"	[22, 41, 40, 12, 16, 21, 15, 12, 24, 6, 39, 11, 22, 24, 15, 11, 24, 6, 10, 41, 30, 40, 15, 22, 6, 39, 15, 15, 12, 22, 22, 35, 22, 15, 22, 10, 22, 27, 22, 15, 29, 16, 11, 24, 7]	[11, 21, 22, 11, 12, 12, 13, 11, 12, 0, 21, 11, 12, 12, 13, 11, 12, 0, 0, 21, 22, 22, 13, 11, 0, 21, 13, 13, 11, 12, 12, 13, 11, 13, 11, 0, 11, 11, 12, 13, 11, 12, 12, 12, 0]	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 8, 0, 3, 0, 5, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0]	United have dominated the premier league in the 1990s, winning three English championships in four years, but have consistently failed in Europe, crashing out of the European Cup to Galatasaray of Turkey and Spain's Barcelona at their last two attempts.	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']
['Maruyama', '(', 'Japan', ')']	[22, 4, 22, 5]	[11, 0, 11, 0]	[1, 0, 5, 0]	Maruyama (Japan)	['B-PER', 'O', 'B-LOC', 'O']
['MONROVIA', '1996-08-22']	[22, 11]	[11, 12]	[5, 0]	MONROVIA 1996-08-22	['B-LOC', 'O']
"['The', 'girl', ',', 'Abyss', 'DeJesus', ',', 'suffers', 'from', 'a', '""', 'hairy', 'nevus', '""', 'on', 'the', 'right', 'side', 'of', 'her', 'face', ',', 'a', 'condition', 'that', 'has', 'only', 'been', 'reported', 'a', 'few', 'times', 'in', 'medical', 'journals', ',', 'the', 'St.', 'Christopher', 'Children', ""'s"", 'Hospital', 'said', '.']"	[12, 21, 6, 22, 22, 6, 42, 15, 12, 0, 16, 16, 0, 15, 12, 16, 21, 15, 29, 21, 6, 12, 21, 43, 42, 30, 40, 40, 12, 16, 24, 15, 16, 24, 6, 12, 22, 22, 22, 27, 21, 38, 7]	[11, 12, 0, 11, 12, 0, 21, 13, 11, 0, 11, 12, 0, 13, 11, 12, 12, 13, 11, 12, 0, 11, 12, 11, 21, 22, 22, 22, 11, 12, 12, 13, 11, 12, 0, 11, 12, 12, 12, 11, 12, 21, 0]	[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0]	"The girl, Abyss DeJesus, suffers from a "" hairy nevus "" on the right side of her face, a condition that has only been reported a few times in medical journals, the St. Christopher Children's Hospital said."	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O']
['The', 'other', 'teenagers', 'also', 'confronted', 'the', 'assailant', 'and', 'three', 'girls', ',', 'all', 'under', '18', ',', 'were', 'stabbed', ',', 'one', 'fatally', '.']	[12, 16, 24, 30, 38, 12, 21, 10, 11, 24, 6, 30, 15, 11, 6, 38, 40, 6, 11, 30, 7]	[11, 12, 12, 3, 21, 11, 12, 0, 11, 12, 0, 13, 13, 11, 0, 21, 22, 0, 11, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The other teenagers also confronted the assailant and three girls, all under 18, were stabbed, one fatally.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['STUTTGART', ',', 'Germany', '1996-08-22']	[22, 6, 22, 11]	[11, 0, 11, 12]	[5, 0, 5, 0]	STUTTGART, Germany 1996-08-22	['B-LOC', 'O', 'B-LOC', 'O']
['Result', ':', 'Australia', 'won', 'by', '125', 'runs', '.']	[21, 8, 22, 38, 15, 11, 24, 7]	[11, 0, 11, 21, 13, 11, 12, 0]	[0, 0, 5, 0, 0, 0, 0, 0]	Result: Australia won by 125 runs.	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']
['Willem', 'II', 'Tilburg', '1', 'RKC', 'Waalwijk', '3']	[22, 22, 22, 11, 22, 22, 11]	[11, 12, 12, 12, 12, 12, 12]	[3, 4, 4, 0, 3, 4, 0]	Willem II Tilburg 1 RKC Waalwijk 3	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']
['Hagner', '85th', ')', '.']	[22, 11, 5, 7]	[11, 12, 0, 0]	[1, 0, 0, 0]	Hagner 85th).	['B-PER', 'O', 'O', 'O']
