tokens	ner_tags	text	tags	lang
['संविधान', 'विकास', 'मे', 'सुप्रीम', 'कोर्ट', 'की', 'भूमिका']	[0, 0, 0, 0, 0, 0, 0]	संविधान विकास मे सुप्रीम कोर्ट की भूमिका	['O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['अपने', 'पिता', 'को', 'लोजपा', 'अध्यक्ष', 'चिराग', 'पासवान', 'मुखाग्नि', 'देंगे', '।']	[0, 0, 0, 3, 0, 1, 2, 0, 0, 0]	अपने पिता को लोजपा अध्यक्ष चिराग पासवान मुखाग्नि देंगे ।	['O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']	hi
['भारत', 'ने', 'मिशन', 'में', 'सहायता', 'के', 'लिए', 'रूस', 'और', 'फ्रांस', 'के', 'साथ', 'पहले', 'ही', 'समझौता', 'कर', 'रखा', 'है', '.']	[5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	भारत ने मिशन में सहायता के लिए रूस और फ्रांस के साथ पहले ही समझौता कर रखा है.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['बता', 'दें', ""'"", 'तानाजी', ':', 'द', 'अनसंग', 'वारियर', ""'"", 'को', 'अजय', 'देवगन', 'की', 'एडीएफ', 'व', 'भूषण', 'कुमार', 'की', 'टी', '-', 'सीरीज', 'प्रोड्यूस', 'कर', 'रही', 'है', '।']"	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0]	बता दें ' तानाजी : द अनसंग वारियर ' को अजय देवगन की एडीएफ व भूषण कुमार की टी- सीरीज प्रोड्यूस कर रही है ।	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['केंद्रीय', 'जल', 'शक्ति', 'मंत्री', ',', 'श्री', 'गजेंद्र', 'सिंह', 'शेखावत', 'ने', 'आज', 'वीडियो', 'कॉन्फ्रेंसिंग', 'के', 'माध्यम', 'से', 'असम', 'के', 'मुख्यमंत्री', ',', 'श्री', 'सर्वानंद', 'सोनोवाल', 'से', 'राज्य', 'में', 'जल', 'जीवन', 'मिशन', 'के', 'कार्यान्वयन', 'के', 'संबंध', 'में', 'चर्चा', 'की']	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	केंद्रीय जल शक्ति मंत्री, श्री गजेंद्र सिंह शेखावत ने आज वीडियो कॉन्फ्रेंसिंग के माध्यम से असम के मुख्यमंत्री, श्री सर्वानंद सोनोवाल से राज्य में जल जीवन मिशन के कार्यान्वयन के संबंध में चर्चा की	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['उन्होंने', 'आरोप', 'लगाया', 'कि', 'पुलिस', 'सुप्रियो', 'पर', 'हमले', 'में', 'शामिल', 'लोगों', 'के', 'खिलाफ', 'कोई', 'कार्रवाई', 'नहीं', 'कर', 'रही', 'है', 'और', 'इसके', 'बजाय', 'उनकी', 'शिकायत', 'को', 'स्वीकार', 'कर', 'रही', 'है', '.']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	उन्होंने आरोप लगाया कि पुलिस सुप्रियो पर हमले में शामिल लोगों के खिलाफ कोई कार्रवाई नहीं कर रही है और इसके बजाय उनकी शिकायत को स्वीकार कर रही है.	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['मुख्यमंत्री', 'ने', 'सिकंदराबाद', 'के', 'नवाचारी', 'किसान', 'चिंतला', 'वेकेंट', 'रेड्डी', 'और', 'करीमनगर', 'के', 'संस्कृत', 'विद्वान', 'विजय', 'साथी', 'श्री', 'भाष्यम', 'को', 'भी', 'पद्मा', 'श्री', 'के', 'लिए', 'चयनित', 'किए', 'जाने', 'पर', 'मुबारकबाद', 'दी', '।']	[0, 0, 5, 0, 0, 0, 1, 2, 2, 0, 5, 0, 5, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	मुख्यमंत्री ने सिकंदराबाद के नवाचारी किसान चिंतला वेकेंट रेड्डी और करीमनगर के संस्कृत विद्वान विजय साथी श्री भाष्यम को भी पद्मा श्री के लिए चयनित किए जाने पर मुबारकबाद दी ।	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पुलिस', 'शिकायत', 'में', 'प्रमोद', 'शर्मा', 'ने', 'कहा', 'कि', 'एक', 'कार्यक्रम', 'में', 'अपनी', 'प्रस्तुति', 'के', 'लिए', 'सोनाक्षी', 'के', 'खाते', 'में', '32', 'लाख', 'रुपये', 'की', 'राशि', 'स्थानांतरित', 'की', 'गई', 'थी', 'लेकिन', 'वह', 'कार्यक्रम', 'में', 'नहीं', 'पहुंची', '।']	[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	पुलिस शिकायत में प्रमोद शर्मा ने कहा कि एक कार्यक्रम में अपनी प्रस्तुति के लिए सोनाक्षी के खाते में 32 लाख रुपये की राशि स्थानांतरित की गई थी लेकिन वह कार्यक्रम में नहीं पहुंची ।	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['चिकित्सा', 'शिक्षा', 'एवं', 'अनुसंधान', 'निदेशक', 'और', 'चिकित्सा', 'शिक्षा', 'एवं', 'अनुसंधान', 'विभाग', 'के', 'विशेष', 'सचिव', 'दुष्मांता', 'कुमार', 'बेहेरा', 'को', 'हफेड', 'का', 'प्रबंध', 'निदेशक', 'नियुक्त', 'किया', 'गया', 'है', '।']	[3, 4, 4, 4, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 1, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]	चिकित्सा शिक्षा एवं अनुसंधान निदेशक और चिकित्सा शिक्षा एवं अनुसंधान विभाग के विशेष सचिव दुष्मांता कुमार बेहेरा को हफेड का प्रबंध निदेशक नियुक्त किया गया है ।	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['उन्होंने', 'अपने', 'यादगारों', 'को', 'भी', 'लिखा', 'था', '-', 'लाहौर', 'का', 'जो', 'ज़िक्र', 'किया', '(', 'ISBN', '9789693515428', ')', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	उन्होंने अपने यादगारों को भी लिखा था- लाहौर का जो ज़िक्र किया ( ISBN 9789693515428 ) ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['उत्तर', 'प्रदेश', 'सरकार', 'छोटे', 'उद्यमियों', 'की', 'आय', 'बढ़ाने', 'के', 'लिए', 'काम', 'कर', 'रही', 'है', 'और', 'वन', 'डिस्ट्रिक्ट', 'वन', 'प्रोडक्ट', '(', 'ODOP', ')', 'योजना', 'इस', 'दिशा', 'में', 'एक', 'महत्वपूर्ण', 'कड़ी', 'है', '।']	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	उत्तर प्रदेश सरकार छोटे उद्यमियों की आय बढ़ाने के लिए काम कर रही है और वन डिस्ट्रिक्ट वन प्रोडक्ट ( ODOP ) योजना इस दिशा में एक महत्वपूर्ण कड़ी है ।	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['""', 'रिलायंस', 'एंटरटेनमेंट', 'के', 'मुख्य', 'कार्यकारी', 'अधिकारी', 'शिवाशीष', 'सरकार', 'ने', 'कहा', ',', '""', '""', 'हम', ""'"", 'गोलमाल', 'अगेन', ""'"", 'को', 'मिली', 'प्रतिक्रिया', 'से', 'उत्साहित', 'हैं', '।', '""']"	[0, 3, 4, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	""" रिलायंस एंटरटेनमेंट के मुख्य कार्यकारी अधिकारी शिवाशीष सरकार ने कहा, "" "" हम ' गोलमाल अगेन ' को मिली प्रतिक्रिया से उत्साहित हैं । """	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['अशरफ', 'ने', 'उत्तरी', 'अफ़्रीका', 'के', 'अंबेडकर', 'नगर', 'जिले', 'के', 'एक', 'छोटे', 'शहर', 'कच्छौचा', 'शरीफ', 'में', 'सिड्स', 'के', 'एक', 'परिवार', 'को', 'अपनी', 'वंशावली', 'का', 'पता', 'लगाया', '।']	[1, 0, 0, 5, 0, 5, 6, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	अशरफ ने उत्तरी अफ़्रीका के अंबेडकर नगर जिले के एक छोटे शहर कच्छौचा शरीफ में सिड्स के एक परिवार को अपनी वंशावली का पता लगाया ।	['B-PER', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पीएम', 'नरेंद्र', 'मोदी', 'ने', 'सड़क', 'दुर्घटना', 'पर', 'दुख', 'व्यक्त', 'किया', '।']	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]	पीएम नरेंद्र मोदी ने सड़क दुर्घटना पर दुख व्यक्त किया ।	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['इस', 'कार्यक्रम', 'में', 'उत्तर', 'प्रदेश', 'के', 'राज्यपाल', ',', 'केंद्रीय', 'वित्त', 'मंत्री', ',', 'केंद्रीय', 'संस्कृति', 'और', 'पर्यटन', 'मंत्री', 'के', 'अलावा', 'केंद्रीय', 'वित्त', 'राज्य', 'मंत्री', 'और', 'अन्य', 'गणमान्य', 'व्यक्ति', 'भी', 'उपस्थित', 'होंगे', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	इस कार्यक्रम में उत्तर प्रदेश के राज्यपाल, केंद्रीय वित्त मंत्री, केंद्रीय संस्कृति और पर्यटन मंत्री के अलावा केंद्रीय वित्त राज्य मंत्री और अन्य गणमान्य व्यक्ति भी उपस्थित होंगे ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['वर्ल्ड', 'बैंक', 'ने', 'यह', 'भी', '.', '.', '.']	[3, 4, 0, 0, 0, 0, 0, 0]	वर्ल्ड बैंक ने यह भी...	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['वह', 'वर्ष', '2002', 'से', 'लेकर', 'वर्ष', '2007', 'तक', 'गुजरात', 'विधानसभा', 'के', 'सदस्य', 'रहे', 'थे', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]	वह वर्ष 2002 से लेकर वर्ष 2007 तक गुजरात विधानसभा के सदस्य रहे थे ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['मेघालय', 'में', '60', 'सदस्यीय', 'विधानसभा', 'में', 'कांग्रेस', 'के', '30', 'विधायक', 'थे', '.']	[5, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]	मेघालय में 60 सदस्यीय विधानसभा में कांग्रेस के 30 विधायक थे.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['क्रीज', 'पर', 'केएल', 'राहुल', 'और', 'चेतेश्वर', 'पुजारा', 'क्रीज', 'पर', 'हैं', '।']	[0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0]	क्रीज पर केएल राहुल और चेतेश्वर पुजारा क्रीज पर हैं ।	['O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	hi
['प्रधानमंत्री', 'श्री', 'नरेन्द्र', 'मोदी', 'ने', 'विख्यात', 'इस्लामिक', 'विद्वान', 'एवं', 'शांति', 'कार्यकर्ता', 'मौलाना', 'वहीदुद्दीन', 'खान', 'को', 'अबु', 'धाबी', 'में', 'आयोजित', 'एक', 'समारोह', 'में', 'सैय्यदना', 'इमाम', 'अल', 'हस्सान', 'इब्ने', 'अली', 'शांति', 'पुरस्कार', 'से', 'नवाज़े', 'जाने', 'पर', 'उन्हें', 'बधाई', 'दी', 'है', '।']	[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	प्रधानमंत्री श्री नरेन्द्र मोदी ने विख्यात इस्लामिक विद्वान एवं शांति कार्यकर्ता मौलाना वहीदुद्दीन खान को अबु धाबी में आयोजित एक समारोह में सैय्यदना इमाम अल हस्सान इब्ने अली शांति पुरस्कार से नवाज़े जाने पर उन्हें बधाई दी है ।	['O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
